Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Inventory Qty,Variant Price,Variant Compare At Price,Image Src,Status
national-teams-england-1990-black-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,27,101119.00,141566.00,,active
national-teams-england-1990-black-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,24,101119.00,141566.00,,active
national-teams-england-1990-black-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,15,101119.00,141566.00,,active
national-teams-england-1990-black-away-size-s-xxl,England 1990 Black Away (Size S-XXL),<p>Camiseta England 1990 Black Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,24,105156.00,147218.00,,active
national-teams-england-1990-black-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,26,105156.00,147218.00,,active
national-teams-england-1990-black-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,27,105156.00,147218.00,,active
national-teams-england-1990-black-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,25,105156.00,147218.00,,active
national-teams-england-1990-black-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,10,105156.00,147218.00,,active
national-teams-england-1990-second-away-size-s-xxl,England 1990 Second Away (Size S-XXL),<p>Camiseta England 1990 Second Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,18,104688.00,146563.00,,active
national-teams-england-1990-second-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,27,104688.00,146563.00,,active
national-teams-england-1990-second-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,15,104688.00,146563.00,,active
national-teams-england-1990-second-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,11,104688.00,146563.00,,active
national-teams-england-1990-second-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,13,104688.00,146563.00,,active
national-teams-england-1996-away-long-sleeve-size-s-xxl,England 1996 Away Long Sleeve (Size S-XXL),<p>Camiseta England 1996 Away Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,17,96642.00,135298.00,,active
national-teams-england-1996-away-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,23,96642.00,135298.00,,active
national-teams-england-1996-away-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,19,96642.00,135298.00,,active
national-teams-england-1996-away-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,21,96642.00,135298.00,,active
national-teams-england-1996-away-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,10,96642.00,135298.00,,active
national-teams-england-1996-goalkeeper-long-sleeve-size-s-xxl,England 1996 Goalkeeper Long Sleeve (Size S-XXL),<p>Camiseta England 1996 Goalkeeper Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:goalkeeper,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,18,101484.00,142077.00,,active
national-teams-england-1996-goalkeeper-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,17,101484.00,142077.00,,active
national-teams-england-1996-goalkeeper-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,26,101484.00,142077.00,,active
national-teams-england-1996-goalkeeper-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,29,101484.00,142077.00,,active
national-teams-england-1996-goalkeeper-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,20,101484.00,142077.00,,active
national-teams-england-1996-home-long-sleeve-size-s-xxl,England 1996 Home Long Sleeve (Size S-XXL),<p>Camiseta England 1996 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,14,105786.00,148100.00,,active
national-teams-england-1996-home-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,23,105786.00,148100.00,,active
national-teams-england-1996-home-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,26,105786.00,148100.00,,active
national-teams-england-1996-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,19,105786.00,148100.00,,active
national-teams-england-1996-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,19,105786.00,148100.00,,active
national-teams-england-94_95-home-size-s-xxl,England 94_95 Home (Size S-XXL),<p>Camiseta England 94_95 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:94-95",TRUE,Size,S,NATIONAL-TEAMS----S,23,91192.00,127668.00,,active
national-teams-england-94_95-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,26,91192.00,127668.00,,active
national-teams-england-94_95-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,23,91192.00,127668.00,,active
national-teams-england-94_95-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,22,91192.00,127668.00,,active
national-teams-england-94_95-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,15,91192.00,127668.00,,active
national-teams-france-1984-home-size-s-xxl,France 1984 Home (Size S-XXL),<p>Camiseta France 1984 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,13,97999.00,137198.00,,active
national-teams-france-1984-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,24,97999.00,137198.00,,active
national-teams-france-1984-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,20,97999.00,137198.00,,active
national-teams-france-1984-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,19,97999.00,137198.00,,active
national-teams-france-1984-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,24,97999.00,137198.00,,active
national-teams-france-1994-away-size-s-xxl,France 1994 Away (Size S-XXL),<p>Camiseta France 1994 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,25,110736.00,155030.00,,active
national-teams-france-1994-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,14,110736.00,155030.00,,active
national-teams-france-1994-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,23,110736.00,155030.00,,active
national-teams-france-1994-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,22,110736.00,155030.00,,active
national-teams-france-1994-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,20,110736.00,155030.00,,active
national-teams-france-1994-home-size-s-xxl,France 1994 Home (Size S-XXL),<p>Camiseta France 1994 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,16,102951.00,144131.00,,active
national-teams-france-1994-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,15,102951.00,144131.00,,active
national-teams-france-1994-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,29,102951.00,144131.00,,active
national-teams-france-1994-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,24,102951.00,144131.00,,active
national-teams-france-1994-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,23,102951.00,144131.00,,active
national-teams-france-1998-away-long-sleeve-size-s-xxl,France 1998 Away Long Sleeve (Size S-XXL),<p>Camiseta France 1998 Away Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,18,95748.00,134047.00,,active
national-teams-france-1998-away-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,16,95748.00,134047.00,,active
national-teams-france-1998-away-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,24,95748.00,134047.00,,active
national-teams-france-1998-away-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,14,95748.00,134047.00,,active
national-teams-france-1998-away-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,13,95748.00,134047.00,,active
national-teams-france-2006-home-size-s-xxl,France 2006 Home (Size S-XXL),<p>Camiseta France 2006 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,17,91940.00,128715.00,,active
national-teams-france-2006-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,24,91940.00,128715.00,,active
national-teams-france-2006-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,18,91940.00,128715.00,,active
national-teams-france-2006-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,15,91940.00,128715.00,,active
national-teams-france-2006-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,28,91940.00,128715.00,,active
national-teams-germany-1986-home-size-s-xxl,Germany 1986 Home (Size S-XXL),<p>Camiseta Germany 1986 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,26,110487.00,154681.00,,active
national-teams-germany-1986-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,28,110487.00,154681.00,,active
national-teams-germany-1986-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,25,110487.00,154681.00,,active
national-teams-germany-1986-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,16,110487.00,154681.00,,active
national-teams-germany-1986-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,12,110487.00,154681.00,,active
national-teams-germany-1994-home-size-s-xxl,Germany 1994 Home (Size S-XXL),<p>Camiseta Germany 1994 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,10,104559.00,146382.00,,active
national-teams-germany-1994-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,13,104559.00,146382.00,,active
national-teams-germany-1994-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,22,104559.00,146382.00,,active
national-teams-germany-1994-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,25,104559.00,146382.00,,active
national-teams-germany-1994-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,23,104559.00,146382.00,,active
national-teams-germany-1998-home-size-s-xxl,Germany 1998 Home (Size S-XXL),<p>Camiseta Germany 1998 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,27,104050.00,145670.00,,active
national-teams-germany-1998-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,18,104050.00,145670.00,,active
national-teams-germany-1998-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,25,104050.00,145670.00,,active
national-teams-germany-1998-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,14,104050.00,145670.00,,active
national-teams-germany-1998-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,15,104050.00,145670.00,,active
national-teams-germany-2006-home-long-sleeve-size-s-xxl,Germany 2006 Home Long Sleeve (Size S-XXL),<p>Camiseta Germany 2006 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,26,89112.00,124756.00,,active
national-teams-germany-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,13,89112.00,124756.00,,active
national-teams-germany-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,27,89112.00,124756.00,,active
national-teams-germany-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,22,89112.00,124756.00,,active
national-teams-germany-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,14,89112.00,124756.00,,active
national-teams-germany-2014-away-size-s-xxl,Germany 2014 Away (Size S-XXL),<p>Camiseta Germany 2014 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,10,84165.00,117830.00,,active
national-teams-germany-2014-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,24,84165.00,117830.00,,active
national-teams-germany-2014-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,25,84165.00,117830.00,,active
national-teams-germany-2014-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,22,84165.00,117830.00,,active
national-teams-germany-2014-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,19,84165.00,117830.00,,active
national-teams-greece-2004-away-size-s-xxl,Greece 2004 Away (Size S-XXL),<p>Camiseta Greece 2004 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,19,82325.00,115254.00,,active
national-teams-greece-2004-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,24,82325.00,115254.00,,active
national-teams-greece-2004-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,26,82325.00,115254.00,,active
national-teams-greece-2004-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,28,82325.00,115254.00,,active
national-teams-greece-2004-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,25,82325.00,115254.00,,active
national-teams-greece-2004-home-size-s-xxl,Greece 2004 Home (Size S-XXL),<p>Camiseta Greece 2004 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,24,81263.00,113768.00,,active
national-teams-greece-2004-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,12,81263.00,113768.00,,active
national-teams-greece-2004-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,29,81263.00,113768.00,,active
national-teams-greece-2004-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,13,81263.00,113768.00,,active
national-teams-greece-2004-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,26,81263.00,113768.00,,active
national-teams-hamburger-sv-80_81-home-size-s-xxl,Hamburger Sv 80_81 Home (Size S-XXL),<p>Camiseta Hamburger Sv 80_81 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:80-81",TRUE,Size,S,NATIONAL-TEAMS----S,11,94446.00,132224.00,,active
national-teams-hamburger-sv-80_81-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,24,94446.00,132224.00,,active
national-teams-hamburger-sv-80_81-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,18,94446.00,132224.00,,active
national-teams-hamburger-sv-80_81-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,14,94446.00,132224.00,,active
national-teams-hamburger-sv-80_81-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,23,94446.00,132224.00,,active
national-teams-iceland-16_17-home-size-s-xxl,Iceland 16_17 Home (Size S-XXL),<p>Camiseta Iceland 16_17 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:16-17",TRUE,Size,S,NATIONAL-TEAMS----S,27,78216.00,109502.00,,active
national-teams-iceland-16_17-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,10,78216.00,109502.00,,active
national-teams-iceland-16_17-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,24,78216.00,109502.00,,active
national-teams-iceland-16_17-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,18,78216.00,109502.00,,active
national-teams-iceland-16_17-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,22,78216.00,109502.00,,active
national-teams-ireland-1997-orange-size-s-xxl,Ireland 1997 Orange (Size S-XXL),<p>Camiseta Ireland 1997 Orange (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,14,114804.00,160725.00,,active
national-teams-ireland-1997-orange-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,15,114804.00,160725.00,,active
national-teams-ireland-1997-orange-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,24,114804.00,160725.00,,active
national-teams-ireland-1997-orange-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,16,114804.00,160725.00,,active
national-teams-ireland-1997-orange-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,24,114804.00,160725.00,,active
national-teams-ireland-90_92-away-size-s-xxl,Ireland 90_92 Away (Size S-XXL),<p>Camiseta Ireland 90_92 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:90-92",TRUE,Size,S,NATIONAL-TEAMS----S,24,93525.00,130934.00,,active
national-teams-ireland-90_92-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,16,93525.00,130934.00,,active
national-teams-ireland-90_92-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,21,93525.00,130934.00,,active
national-teams-ireland-90_92-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,21,93525.00,130934.00,,active
national-teams-ireland-90_92-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,23,93525.00,130934.00,,active
national-teams-ireland-90_92-home-size-s-xxl,Ireland 90_92 Home (Size S-XXL),<p>Camiseta Ireland 90_92 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:90-92",TRUE,Size,S,NATIONAL-TEAMS----S,10,75178.00,105249.00,,active
national-teams-ireland-90_92-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,28,75178.00,105249.00,,active
national-teams-ireland-90_92-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,15,75178.00,105249.00,,active
national-teams-ireland-90_92-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,24,75178.00,105249.00,,active
national-teams-ireland-90_92-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,23,75178.00,105249.00,,active
national-teams-ireland-92_94-away-size-s-xxl,Ireland 92_94 Away (Size S-XXL),<p>Camiseta Ireland 92_94 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:92-94",TRUE,Size,S,NATIONAL-TEAMS----S,11,81436.00,114010.00,,active
national-teams-ireland-92_94-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,21,81436.00,114010.00,,active
national-teams-ireland-92_94-away-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,22,81436.00,114010.00,,active
national-teams-ireland-92_94-away-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,19,81436.00,114010.00,,active
national-teams-ireland-92_94-away-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,26,81436.00,114010.00,,active
national-teams-ireland-92_94-home-size-s-xxl,Ireland 92_94 Home (Size S-XXL),<p>Camiseta Ireland 92_94 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:92-94",TRUE,Size,S,NATIONAL-TEAMS----S,10,86985.00,121778.00,,active
national-teams-ireland-92_94-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,14,86985.00,121778.00,,active
national-teams-ireland-92_94-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,19,86985.00,121778.00,,active
national-teams-ireland-92_94-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,27,86985.00,121778.00,,active
national-teams-ireland-92_94-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,11,86985.00,121778.00,,active
national-teams-italy-1994-home-long-sleeve-size-s-xxl,Italy 1994 Home Long Sleeve (Size S-XXL),<p>Camiseta Italy 1994 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,28,114389.00,160144.00,,active
national-teams-italy-1994-home-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,15,114389.00,160144.00,,active
national-teams-italy-1994-home-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,14,114389.00,160144.00,,active
national-teams-italy-1994-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,25,114389.00,160144.00,,active
national-teams-italy-1994-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,25,114389.00,160144.00,,active
national-teams-italy-1995-home-size-s-xxl,Italy 1995 Home (Size S-XXL),<p>Camiseta Italy 1995 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,21,99580.00,139412.00,,active
national-teams-italy-1995-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,12,99580.00,139412.00,,active
national-teams-italy-1995-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,23,99580.00,139412.00,,active
national-teams-italy-1995-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,14,99580.00,139412.00,,active
national-teams-italy-1995-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,24,99580.00,139412.00,,active
national-teams-italy-2006-home-size-s-xxl,Italy 2006 Home (Size S-XXL),<p>Camiseta Italy 2006 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,13,82749.00,115848.00,,active
national-teams-italy-2006-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,13,82749.00,115848.00,,active
national-teams-italy-2006-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,18,82749.00,115848.00,,active
national-teams-italy-2006-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,23,82749.00,115848.00,,active
national-teams-italy-2006-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,18,82749.00,115848.00,,active
national-teams-italy-2006-home-long-sleeve-size-s-xxl,Italy 2006 Home Long Sleeve (Size S-XXL),<p>Camiseta Italy 2006 Home Long Sleeve (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,tipo:manga-longa,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,15,96552.00,135172.00,,active
national-teams-italy-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,19,96552.00,135172.00,,active
national-teams-italy-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,10,96552.00,135172.00,,active
national-teams-italy-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,16,96552.00,135172.00,,active
national-teams-italy-2006-home-long-sleeve-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,26,96552.00,135172.00,,active
national-teams-italy-2012-home-size-s-xxl,Italy 2012 Home (Size S-XXL),<p>Camiseta Italy 2012 Home (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,20,85471.00,119659.00,,active
national-teams-italy-2012-home-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,12,85471.00,119659.00,,active
national-teams-italy-2012-home-size-s-xxl,,,,,,,Size,L,NATIONAL-TEAMS----L,28,85471.00,119659.00,,active
national-teams-italy-2012-home-size-s-xxl,,,,,,,Size,XL,NATIONAL-TEAMS----XL,15,85471.00,119659.00,,active
national-teams-italy-2012-home-size-s-xxl,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,27,85471.00,119659.00,,active
national-teams-italy-szie-24_25-home-kids-kit,Italy Szie 24_25 Home Kids Kit,<p>Camiseta Italy Szie 24_25 Home Kids Kit - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:home,temporada:24-25",TRUE,Size,S,NATIONAL-TEAMS----S,22,76701.00,107381.00,,active
national-teams-italy-szie-24_25-home-kids-kit,,,,,,,Size,M,NATIONAL-TEAMS----M,13,76701.00,107381.00,,active
national-teams-italy-szie-24_25-home-kids-kit,,,,,,,Size,L,NATIONAL-TEAMS----L,25,76701.00,107381.00,,active
national-teams-italy-szie-24_25-home-kids-kit,,,,,,,Size,XL,NATIONAL-TEAMS----XL,13,76701.00,107381.00,,active
national-teams-italy-szie-24_25-home-kids-kit,,,,,,,Size,XXL,NATIONAL-TEAMS----XXL,26,76701.00,107381.00,,active
national-teams-jamaica-1998-away-size-s-xxl,Jamaica 1998 Away (Size S-XXL),<p>Camiseta Jamaica 1998 Away (Size S-XXL) - Foltz Fanwear</p>,Foltz Fanwear,Camiseta,"national-teams,liga:national-teams,tipo:away,temporada:retro",TRUE,Size,S,NATIONAL-TEAMS----S,16,113022.00,158230.00,,active
national-teams-jamaica-1998-away-size-s-xxl,,,,,,,Size,M,NATIONAL-TEAMS----M,13,113022.00,158230.00,,active
